benchmark,benchmark_version,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_tdp,cpu_test,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,gt1,gt2,os,ram,ram_clock_freq,score,storage,user
Time Spy,1.2,4516,16,7,AMD,13524,Ryzen 9 3950X,AM4,105,45.44,September 24 2020,NVIDIA GeForce RTX 3080,1965,1227,55,2055,1,Approved ,27.21.14.5638,1238,18616,"Micro-Star International Co ., Ltd.",10240,121.82,106.35,64-bit Windows 10 (10.0.19041),65536,3192,17620,"1,000 GB Sabrent Rocket 4.0 1TB",Juicy J@lapeno
Time Spy,1.0,5203,8,14,Intel,12125,Core i9-9900K Processor,FCLGA1151,95,40.74,September 18 2020,NVIDIA GeForce RTX 3080,1995,1255,49,2145,1,Approved ,27.21.14.5638,1264,19149,"Micro-Star International Co ., Ltd.",10240,126.14,108.77,64-bit Windows 10 (10.0.18363),16384,4000,17618,"2,000 GB PNY CS3030 2TB SSD",ELP3
Time Spy,1.2,5001,10,14,Intel,14026,Core i9-10900K Processor,FCLGA1200,125,47.13,September 20 2020,NVIDIA GeForce RTX 3080,1934,1282,65,2055,1,Approved ,27.21.14.5638,1282,18452,"Asustek Computer, Inc.",10240,121.0,105.22,64-bit Windows 10 (10.0.18363),32768,3198,17618,500 GB Samsung SSD 970 EVO Plus 500GB,yacamochi
Time Spy,1.2,5303,10,14,Intel,15304,Core i9-10900K Processor,FCLGA1200,125,51.42,September 27 2020,NVIDIA GeForce RTX 3080,1885,1188,67,2025,1,Approved ,27.21.14.5638,1188,18099,"Giga-Byte Technology Co., Ltd.",10240,118.97,103.0,64-bit Windows 10 (10.0.19041),32768,3998,17616,"1,000 GB Samsung SSD 970 EVO Plus 1TB",florianbaldus1084
Time Spy,1.0,4574,16,7,AMD,15573,Ryzen 9 3950X,AM4,105,52.32,September 18 2020,NVIDIA GeForce RTX 3080,1836,1259,64,2040,1,Approved ,27.21.14.5638,1288,18033,ZOTAC,10240,118.54,102.62,64-bit Windows 10 (10.0.19041),32768,3798,17615,512 GB Samsung SSD 970 PRO 512GB,Dinami
Time Spy,1.2,4501,12,7,AMD,13567,Ryzen 9 3900X,AM4,105,45.58,September 23 2020,NVIDIA GeForce RTX 3080,1948,1263,55,2070,1,Approved ,27.21.14.5638,1263,18594,"Micro-Star International Co ., Ltd.",10240,122.07,105.93,64-bit Windows 10 (10.0.19041),32768,3598,17614,500 GB Samsung SSD 970 EVO 500GB,sluh
Time Spy,1.2,4349,12,7,AMD,13308,Ryzen 9 3900X,AM4,105,44.71,September 30 2020,NVIDIA GeForce RTX 3080,1966,1263,46,2100,1,Approved ,27.21.14.5655,1263,18681,ZOTAC,10240,123.07,106.1,64-bit Windows 10 (10.0.18362),32768,3598,17614,"1,000 GB Force MP600",J. Na
Time Spy,1.2,4474,12,7,AMD,13355,Ryzen 9 3900X,AM4,105,44.87,September 29 2020,NVIDIA GeForce RTX 3080,1965,1282,59,2115,1,Approved ,27.21.14.5655,1282,18664,"Micro-Star International Co ., Ltd.",10240,123.0,105.98,64-bit Windows 10 (10.0.19041),32768,3598,17613,500 GB Samsung SSD 970 EVO 500GB,sluh
Time Spy,1.2,5203,10,14,Intel,14238,Core i9-10900K Processor,FCLGA1200,125,47.84,September 22 2020,NVIDIA GeForce RTX 3080,1925,1325,36,2130,1,Approved ,27.21.14.5638,1325,18377,Galax,10240,121.12,104.35,64-bit Windows 10 (10.0.19041),32768,4000,17609,"1,000 GB Samsung SSD 970 EVO 1TB",peterchen3456
Time Spy,1.2,5201,10,14,Intel,13721,Core i9-10900K Processor,FCLGA1200,125,46.1,September 29 2020,NVIDIA GeForce RTX 3080,1952,1250,68,2145,1,Approved ,27.21.14.5655,1250,18536,"Micro-Star International Co ., Ltd.",10240,121.72,105.58,64-bit Windows 10 (10.0.19041),32768,3732,17609,250 GB Samsung SSD 970 EVO Plus 250GB,dmdisney
Time Spy,1.2,4516,16,7,AMD,13964,Ryzen 9 3950X,AM4,105,46.91,September 19 2020,NVIDIA GeForce RTX 3080,1925,1232,67,2040,1,Approved ,27.21.14.5638,1250,18459,"Giga-Byte Technology Co., Ltd.",10240,121.7,104.78,64-bit Windows 10 (10.0.19041),32768,3592,17608,512 GB NVMe Samsung SSD 970 SCSI Disk Device,leesteve
Time Spy,1.0,5303,10,14,Intel,14241,Core i9-10900K Processor,FCLGA1200,125,47.85,September 19 2020,NVIDIA GeForce RTX 3080,1913,1255,54,1995,1,Approved ,27.21.14.5638,1250,18371,"Asustek Computer, Inc.",10240,121.18,104.23,64-bit Windows 10 (10.0.19041),32768,3198,17605,512 GB NVMe Samsung SSD 970 SCSI Disk Device,loulyras784
Time Spy,1.2,4702,10,14,Intel,13296,Core i9-10900K Processor,FCLGA1200,125,44.67,September 29 2020,NVIDIA GeForce RTX 3080,1914,1254,69,2040,1,Approved ,27.21.14.5655,1254,18674,"Giga-Byte Technology Co., Ltd.",10240,123.19,105.94,64-bit Windows 10 (10.0.19041),32768,3600,17605,"1,000 GB Samsung SSD 970 EVO 1TB",J-LoCK ™
Time Spy,1.2,4391,16,7,AMD,13969,Ryzen 9 3950X,AM4,105,46.93,September 26 2020,NVIDIA GeForce RTX 3080,1921,1201,56,2055,1,Approved ,27.21.14.5638,1219,18452,"Micro-Star International Co ., Ltd.",10240,121.14,105.11,64-bit Windows 10 (10.0.19041),65536,3192,17604,"1,000 GB Sabrent Rocket 4.0 1TB",Juicy J@lapeno
Time Spy,1.2,4526,16,7,AMD,13443,Ryzen 9 3950X,AM4,105,45.16,September 27 2020,NVIDIA GeForce RTX 3080,1939,1272,49,2100,1,Approved ,27.21.14.5638,1282,18622,"Asustek Computer, Inc.",10240,122.36,106.01,64-bit Windows 10 (10.0.19041),32768,3598,17604,"2,048 GB ADATA SX8200PNP",chrissperl
Time Spy,1.2,5002,10,14,Intel,14805,Core i9-10900K Processor,FCLGA1200,125,49.74,September 28 2020,NVIDIA GeForce RTX 3080,1845,1221,57,2085,1,Approved ,27.21.14.5655,1250,18212,"Micro-Star International Co ., Ltd.",10240,120.75,102.88,64-bit Windows 10 (10.0.19041),32768,4000,17604,"2,048 GB Samsung SSD 960 PRO 2TB",erikham
Time Spy,1.2,5100,10,14,Intel,12897,Core i9-10900K Processor,FCLGA1200,125,43.33,September 30 2020,NVIDIA GeForce RTX 3080,2000,1288,56,2130,1,Approved ,27.21.14.5655,1288,18815,"Asustek Computer, Inc.",10240,123.89,106.91,64-bit Windows 10 (10.0.19041),32768,2398,17603,"1,000 GB Samsung SSD 970 EVO Plus 1TB",game0416
Time Spy,1.2,4901,10,14,Intel,14991,Core i9-10900K Processor,FCLGA1200,125,50.37,September 27 2020,NVIDIA GeForce RTX 3080,1909,1188,59,1995,1,Approved ,27.21.14.5638,1188,18156,"Micro-Star International Co ., Ltd.",10240,119.18,103.44,64-bit Windows 10 (10.0.19041),16384,4266,17598,"1,000 GB Samsung SSD 970 EVO Plus 1TB",N/A
Time Spy,1.0,5203,8,14,Intel,12011,Core i9-9900K Processor,FCLGA1151,95,40.35,September 18 2020,NVIDIA GeForce RTX 3080,1991,1258,49,2160,1,Approved ,27.21.14.5638,1267,19171,"Micro-Star International Co ., Ltd.",10240,126.55,108.7,64-bit Windows 10 (10.0.18363),16384,4000,17597,"2,000 GB PNY CS3030 2TB SSD",ELP3
Time Spy,1.0,5002,10,14,Intel,14975,Core i9-10900K Processor,FCLGA1200,125,50.31,September 19 2020,NVIDIA GeForce RTX 3080,1894,1313,56,1920,1,Approved ,27.21.14.5638,1313,18158,EVGA Corporation,10240,119.47,103.25,64-bit Windows 10 (10.0.19041),32768,4000,17596,"1,000 GB Samsung SSD 970 EVO Plus 1TB",N/A
Time Spy,1.2,4201,12,7,AMD,12725,Ryzen 9 3900X,AM4,105,42.75,September 22 2020,NVIDIA GeForce RTX 3080,1960,1338,52,2055,1,Approved ,27.21.14.5638,1338,18872,"Asustek Computer, Inc.",10240,124.09,107.37,64-bit Windows 10 (10.0.19041),16384,3798,17596,500 GB Samsung SSD 970 EVO Plus 500GB,artdeer
Time Spy,1.2,5203,10,14,Intel,13438,Core i9-10850K Processor,FCLGA1200,95,45.15,September 27 2020,NVIDIA GeForce RTX 3080,1898,1300,59,2040,1,Approved ,27.21.14.5638,1300,18610,ZOTAC,10240,123.33,105.16,64-bit Windows 10 (10.0.19041),16384,3600,17594,240 GB Force MP510,MalaysiaBoleh!
Time Spy,1.2,4522,16,7,AMD,14910,Ryzen 9 3950X,AM4,105,50.09,September 19 2020,NVIDIA GeForce RTX 3080,1960,1188,76,2055,1,Approved ,27.21.14.5638,1188,18170,NVidia Corporation,10240,119.2,103.59,64-bit Windows 10 (10.0.18362),32768,3814,17593,"1,000 GB Sabrent Rocket 4.0 1TB",spetrovic
Time Spy,1.2,4201,12,7,AMD,12734,Ryzen 9 3900X,AM4,105,42.78,September 22 2020,NVIDIA GeForce RTX 3080,1955,1338,52,2055,1,Approved ,27.21.14.5638,1338,18864,"Asustek Computer, Inc.",10240,124.27,107.15,64-bit Windows 10 (10.0.19041),16384,3798,17593,500 GB Samsung SSD 970 EVO Plus 500GB,artdeer
Time Spy,1.2,4392,12,7,AMD,13047,Ryzen 9 3900X,AM4,105,43.83,September 28 2020,NVIDIA GeForce RTX 3080,1948,1288,60,2100,1,Approved ,27.21.14.5638,1288,18745,"Asustek Computer, Inc.",10240,123.52,106.45,64-bit Windows 10 (10.0.19041),32768,3526,17592,"1,024 GB SPCC M.2 PCIe SSD",Dragopac
Time Spy,1.2,5200,10,14,Intel,14171,Core i9-10900K Processor,FCLGA1200,125,47.61,September 19 2020,NVIDIA GeForce RTX 3080,1898,1177,63,1950,1,Approved ,27.21.14.5638,1188,18373,"Giga-Byte Technology Co., Ltd.",10240,120.77,104.56,64-bit Windows 10 (10.0.19041),16384,3732,17590,500 GB Samsung SSD 970 EVO Plus 500GB,Lentus
Time Spy,1.2,5203,10,14,Intel,13560,Core i9-10850K Processor,FCLGA1200,95,45.56,September 30 2020,NVIDIA GeForce RTX 3080,1914,1313,55,2010,1,Approved ,27.21.14.5655,1313,18564,"Asustek Computer, Inc.",10240,122.45,105.33,64-bit Windows 10 (10.0.19041),16384,3600,17590,240 GB Force MP510,MalaysiaBoleh!
Time Spy,1.2,4474,16,7,AMD,15386,Ryzen 9 3950X,AM4,105,51.69,September 23 2020,NVIDIA GeForce RTX 3080,1889,1204,46,2085,1,Approved ,27.21.14.5638,1213,18044,Gainward GmbH,10240,118.6,102.69,64-bit Windows 10 (10.0.18363),32768,3796,17588,960 GB Force MP510,Martin Lehmann
Time Spy,1.2,4902,10,14,Intel,13736,Core i9-10900K Processor,FCLGA1200,125,46.15,September 26 2020,NVIDIA GeForce RTX 3080,1914,1179,62,2025,1,Approved ,27.21.14.5638,1188,18504,"Giga-Byte Technology Co., Ltd.",10240,122.17,104.91,64-bit Windows 10 (10.0.18363),32768,3200,17588,"1,000 GB CT1000P1SSD8",Leflocke
Time Spy,1.2,5002,8,14,Intel,12837,Core i7-10700K Processor,FCLGA1200,125,43.13,September 27 2020,NVIDIA GeForce RTX 3080,1938,1188,60,2040,1,Approved ,27.21.14.5638,1188,18817,"Micro-Star International Co ., Ltd.",10240,123.73,107.06,64-bit Windows 10 (10.0.19041),32768,4000,17588,"1,000 GB WDS100T3X0C-00SJG0",283134602
Time Spy,1.2,4401,12,7,AMD,14529,Ryzen 9 3900X,AM4,105,48.82,September 20 2020,NVIDIA GeForce RTX 3080,1918,1188,61,2010,1,Approved ,27.21.14.5638,1188,18266,"Asustek Computer, Inc.",10240,119.96,104.02,64-bit Windows 10 (10.0.18363),32768,3798,17587,120 GB StoreJet Transcend SCSI Disk Device,Update or be Updated
Time Spy,1.2,5403,10,14,Intel,16693,Core i9-10900K Processor,FCLGA1200,125,56.09,September 21 2020,NVIDIA GeForce RTX 3080,1831,1188,68,2040,1,Approved ,27.21.14.5638,1188,17754,Palit Microsystems Ltd.,10240,117.18,100.69,64-bit Windows 10 (10.0.18362),16384,4696,17586,"1,024 GB ADATA SX8200PNP",Mumriken-2
Time Spy,1.2,5002,10,14,Intel,15383,Core i9-10900K Processor,FCLGA1200,125,51.68,September 25 2020,NVIDIA GeForce RTX 3080,1870,1188,62,1965,1,Approved ,27.21.14.5638,1188,18043,"Asustek Computer, Inc.",10240,118.98,102.4,64-bit Windows 10 (10.0.19041),16384,4498,17586,256 GB SAMSUNG MZVLB256HBHQ-00000,Show and Prove
Time Spy,1.2,5201,8,14,Intel,12295,Core i9-9900K Processor,FCLGA1151,95,41.31,September 26 2020,NVIDIA GeForce RTX 3080,1959,1294,53,2100,1,Approved ,27.21.14.5638,1294,19031,"Asustek Computer, Inc.",10240,125.24,108.2,64-bit Windows 10 (10.0.18362),16384,3600,17585,"1,000 GB NVMe Samsung SSD 960 SCSI Disk Device",d4ydr33m3r
Time Spy,1.2,4468,16,7,AMD,14087,Ryzen 9 3950X,AM4,105,47.33,September 29 2020,NVIDIA GeForce RTX 3080,1952,1204,60,2055,1,Approved ,27.21.14.5655,1213,18392,"Micro-Star International Co ., Ltd.",10240,120.77,104.76,64-bit Windows 10 (10.0.19041),65536,3192,17585,"1,000 GB Sabrent Rocket 4.0 1TB",Juicy J@lapeno
Time Spy,1.2,4298,16,7,AMD,15665,Ryzen 9 3950X,AM4,105,52.63,September 21 2020,NVIDIA GeForce RTX 3080,N/A,N/A,N/A,1475,1,Approved ,27.21.14.5638,1216,17973,"Giga-Byte Technology Co., Ltd.",10240,118.56,101.97,64-bit Windows 10 (10.0.19041),32768,3732,17584,"1,000 GB GALAX HA1K1000N",lizheng_2
Time Spy,1.2,4726,16,7,AMD,13947,Ryzen 9 3950X,AM4,105,46.86,September 23 2020,NVIDIA GeForce RTX 3080,1943,1244,59,2070,1,Approved ,27.21.14.5638,1244,18433,"Asustek Computer, Inc.",10240,121.28,104.81,64-bit Windows 10 (10.0.19041),65536,3598,17584,"2,000 GB GIGABYTE GP-ASM2NE6200TTTD",sbg2005
Time Spy,1.2,4210,16,7,AMD,15638,Ryzen 9 3950X,AM4,105,52.54,September 30 2020,NVIDIA GeForce RTX 3080,1877,1188,48,2025,1,Approved ,27.21.14.5655,1188,17979,"Asustek Computer, Inc.",10240,118.34,102.2,64-bit Windows 10 (10.0.19041),32768,3740,17584,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,4802,8,14,Intel,12462,Core i7-10700K Processor,FCLGA1200,125,41.87,September 26 2020,NVIDIA GeForce RTX 3080,1968,1225,63,2055,1,Approved ,27.21.14.5638,1225,18959,"Micro-Star International Co ., Ltd.",10240,124.93,107.67,64-bit Windows 10 (10.0.19041),16384,4200,17583,500 GB CT500MX500SSD4,mkster
Time Spy,1.2,5300,10,14,Intel,13425,Core i9-10900KF Processor,FCLGA1200,125,45.11,September 19 2020,NVIDIA GeForce RTX 3080,1963,1241,48,2070,1,Approved ,27.21.14.5616,1250,18599,"Giga-Byte Technology Co., Ltd.",10240,122.22,105.87,64-bit Windows 10 (10.0.19041),16384,3600,17582,512 GB PLEXTOR PX-512M9PGN +,邮电局�
Time Spy,1.2,5203,10,14,Intel,15965,Core i9-10900K Processor,FCLGA1200,125,53.64,September 29 2020,NVIDIA GeForce RTX 3080,1878,1241,62,2070,1,Approved ,27.21.14.5655,1250,17903,Gainward GmbH,10240,118.74,101.1,64-bit Windows 10 (10.0.17763),32768,4400,17582,"1,024 GB PLEXTOR PX-1TM9PGN +",深水鱼塘
Time Spy,1.2,4599,16,7,AMD,15108,Ryzen 9 3950X,AM4,105,50.76,September 27 2020,NVIDIA GeForce RTX 3080,1938,1179,53,2055,1,Approved ,27.21.14.5638,1188,18105,"Micro-Star International Co ., Ltd.",10240,118.39,103.5,64-bit Windows 10 (10.0.19041),32718,3732,17581,250 GB Samsung SSD 970 EVO 250GB,LHTF-FCL
Time Spy,1.2,5001,10,14,Intel,14051,Core i9-10850K Processor,FCLGA1200,95,47.21,September 19 2020,NVIDIA GeForce RTX 3080,1899,1179,63,2025,1,Approved ,27.21.14.5638,1188,18392,"Giga-Byte Technology Co., Ltd.",10240,120.8,104.73,64-bit Windows 10 (10.0.19041),16384,3998,17577,250 GB Samsung SSD 960 EVO 250GB,North Army
Time Spy,1.2,5203,10,14,Intel,15824,Core i9-10900K Processor,FCLGA1200,125,53.17,September 28 2020,NVIDIA GeForce RTX 3080,1861,1188,58,2055,1,Approved ,27.21.14.5638,1188,17928,Palit Microsystems Ltd.,10240,118.19,101.76,64-bit Windows 10 (10.0.18362),16384,4300,17577,"1,024 GB ADATA SX8200PNP",yuusuke-2
Time Spy,1.2,5002,10,14,Intel,15233,Core i9-10900K Processor,FCLGA1200,125,51.18,September 26 2020,NVIDIA GeForce RTX 3080,1838,1187,64,1935,1,Approved ,27.21.14.5638,1188,18067,"Asustek Computer, Inc.",10240,118.97,102.65,64-bit Windows 10 (10.0.19042),16384,4496,17576,"1,000 GB Sabrent Rocket 4.0 1TB",Shooter-1378
Time Spy,1.2,5001,8,14,Intel,11516,Core i9-9900K Processor,FCLGA1151,95,38.69,September 30 2020,NVIDIA GeForce RTX 3080,350,1800,62,1619,1,Approved ,27.21.14.5655,1800,19376,"Micro-Star International Co ., Ltd.",10240,127.27,110.34,64-bit Windows 10 (10.0.19041),65536,3600,17576,500 GB NVMe Samsung SSD 970,Wolf-6640
Time Spy,1.2,5103,8,14,Intel,11811,Core i9-9900K Processor,FCLGA1151,95,39.68,September 30 2020,NVIDIA GeForce RTX 3080,1990,1244,56,2160,1,Approved ,27.21.14.5655,1263,19232,"Asustek Computer, Inc.",10240,126.77,109.18,64-bit Windows 10 (10.0.19041),16316,4000,17575,480 GB Force MP510,Jexux
Time Spy,1.2,5002,8,14,Intel,12711,Core i9-9900K Processor,FCLGA1151,95,42.71,September 29 2020,NVIDIA GeForce RTX 3080,1930,1275,61,2115,1,Approved ,27.21.14.5655,1294,18847,"Asustek Computer, Inc.",10240,124.59,106.73,64-bit Windows 10 (10.0.19041),32768,3998,17574,500 GB Samsung SSD 970 EVO 500GB,dennis_dydx
Time Spy,1.2,4526,16,7,AMD,15230,Ryzen 9 3950X,AM4,105,51.17,September 24 2020,NVIDIA GeForce RTX 3080,1844,1287,41,1995,1,Approved ,27.21.14.5638,1287,18058,Gainward GmbH,10240,118.92,102.6,64-bit Windows 10 (10.0.18363),32768,3798,17568,960 GB Force MP510,Martin Lehmann
Time Spy,1.2,4901,10,14,Intel,13972,Core i9-10850K Processor,FCLGA1200,95,46.94,September 30 2020,NVIDIA GeForce RTX 3080,1972,1263,52,2070,1,Approved ,27.21.14.5655,1263,18405,"Asustek Computer, Inc.",10240,121.43,104.4,64-bit Windows 10 (10.0.18363),32768,3200,17568,"1,000 GB KINGSTON SA2000M81000G",andyk
Time Spy,1.2,5103,8,14,Intel,11599,Core i7-10700K Processor,FCLGA1200,125,38.97,September 21 2020,NVIDIA GeForce RTX 3080,1942,1338,64,2085,1,Approved ,27.21.14.5638,1338,19320,"Micro-Star International Co ., Ltd.",10240,127.81,109.34,64-bit Windows 10 (10.0.19041),16384,3200,17566,250 GB Samsung SSD 850 EVO 250GB,Taubenstein
Time Spy,1.2,5203,10,14,Intel,13395,Core i9-10850K Processor,FCLGA1200,95,45.0,September 27 2020,NVIDIA GeForce RTX 3080,1901,1288,59,2025,1,Approved ,27.21.14.5638,1288,18587,ZOTAC,10240,123.2,105.02,64-bit Windows 10 (10.0.19041),16384,3598,17565,240 GB Force MP510,MalaysiaBoleh!
Time Spy,1.2,5104,10,14,Intel,12019,Core i9-10900K Processor,FCLGA1200,125,40.38,September 29 2020,NVIDIA GeForce RTX 3080,1988,1214,53,2130,1,Approved ,27.21.14.5655,1250,19122,"Micro-Star International Co ., Ltd.",10240,126.17,108.46,64-bit Windows 10 (10.0.19041),16384,4000,17564,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",sddlsxo1
Time Spy,1.2,5001,8,14,Intel,11352,Core i9-9900K Processor,FCLGA1151,95,38.14,September 30 2020,NVIDIA GeForce RTX 3080,350,1800,60,1628,1,Approved ,27.21.14.5655,1800,19442,"Micro-Star International Co ., Ltd.",10240,128.2,110.34,64-bit Windows 10 (10.0.19041),65536,3600,17564,500 GB NVMe Samsung SSD 970,Wolf-6640
Time Spy,1.2,5004,8,14,Intel,12425,Core i7-10700K Processor,FCLGA1200,125,41.75,September 29 2020,NVIDIA GeForce RTX 3080,1971,1323,53,2190,1,Approved ,27.21.14.5655,1313,18946,EVGA Corporation,10240,125.1,107.4,64-bit Windows 10 (10.0.19041),32768,3200,17563,240 GB INTEL SSDSC2BP240G4,diddle L0gic
Time Spy,1.2,5203,10,14,Intel,13542,Core i9-10850K Processor,FCLGA1200,95,45.5,September 30 2020,NVIDIA GeForce RTX 3080,1910,1313,55,1995,1,Approved ,27.21.14.5655,1313,18534,"Asustek Computer, Inc.",10240,122.46,105.0,64-bit Windows 10 (10.0.19041),16384,3600,17562,240 GB Force MP510,MalaysiaBoleh!
Time Spy,1.2,4524,12,7,AMD,13542,Ryzen 9 3900X,AM4,105,45.5,September 21 2020,NVIDIA GeForce RTX 3080,1943,1250,58,2055,1,Approved ,27.21.14.5638,1250,18531,"Micro-Star International Co ., Ltd.",10240,121.75,105.5,64-bit Windows 10 (10.0.19041),32768,3598,17560,500 GB Samsung SSD 970 EVO 500GB,sluh
Time Spy,1.0,5002,10,14,Intel,14876,Core i9-10900K Processor,FCLGA1200,125,49.98,September 17 2020,NVIDIA GeForce RTX 3080,1857,1232,58,2100,1,Approved ,27.21.14.5616,1250,18137,"Micro-Star International Co ., Ltd.",10240,120.09,102.57,64-bit Windows 10 (10.0.19041),16384,3998,17559,"1,000 GB WDS100T3X0C-00SJG0",QifengBee
Time Spy,1.0,5002,8,14,Intel,12945,Core i9-9900KS Processor,FCLGA1151,127,43.49,September 18 2020,NVIDIA GeForce RTX 3080,1906,1188,59,2040,1,Approved ,27.21.14.5638,1188,18735,"Micro-Star International Co ., Ltd.",10240,124.56,105.58,64-bit Windows 10 (10.0.19041),16384,4398,17557,512 GB Samsung SSD 970 PRO 512GB,LovelyMong
Time Spy,1.2,4441,16,7,AMD,14465,Ryzen 9 3950X,AM4,105,48.6,September 29 2020,NVIDIA GeForce RTX 3080,1946,1188,54,2055,1,Approved ,27.21.14.5655,1188,18246,"Micro-Star International Co ., Ltd.",10240,120.3,103.56,64-bit Windows 10 (10.0.19041),65536,3392,17557,"1,000 GB Sabrent Rocket 4.0 1TB",Juicy J@lapeno
Time Spy,1.0,5002,10,14,Intel,14860,Core i9-10900K Processor,FCLGA1200,125,49.93,September 18 2020,NVIDIA GeForce RTX 3080,1870,1232,59,2100,1,Approved ,27.21.14.5638,1250,18137,"Micro-Star International Co ., Ltd.",10240,119.41,103.07,64-bit Windows 10 (10.0.19041),16384,3998,17556,"1,000 GB WDS100T3X0C-00SJG0",QifengBee
Time Spy,1.2,4366,12,7,AMD,13453,Ryzen 9 3900X,AM4,105,45.2,September 21 2020,NVIDIA GeForce RTX 3080,1935,1291,64,1965,1,Approved ,27.21.14.5638,1300,18555,"Micro-Star International Co ., Ltd.",10240,121.71,105.79,64-bit Windows 10 (10.0.19041),32768,3724,17556,"1,000 GB NVMe Samsung SSD 970 SCSI Disk Device",Vipeax
Time Spy,1.2,4902,10,14,Intel,14985,Core i9-10900K Processor,FCLGA1200,125,50.34,September 27 2020,NVIDIA GeForce RTX 3080,1877,1179,61,1995,1,Approved ,27.21.14.5638,1188,18105,"Micro-Star International Co ., Ltd.",10240,119.03,103.02,64-bit Windows 10 (10.0.19041),16384,4264,17556,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Richinme
Time Spy,1.2,5300,10,14,Intel,13537,Core i9-10900KF Processor,FCLGA1200,125,45.48,September 26 2020,NVIDIA GeForce RTX 3080,1947,1213,62,2070,1,Approved ,27.21.14.5638,1213,18526,"Asustek Computer, Inc.",10240,122.36,105.0,64-bit Windows 10 (10.0.19041),65536,3200,17555,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",andyqimin
Time Spy,1.2,5002,10,14,Intel,14224,Core i9-10900K Processor,FCLGA1200,125,47.79,September 28 2020,NVIDIA GeForce RTX 3080,1885,1188,62,1965,1,Approved ,27.21.14.5638,1188,18313,"Giga-Byte Technology Co., Ltd.",10240,120.61,104.04,64-bit Windows 10 (10.0.19042),65536,3200,17555,"1,024 GB GIGABYTE GP-ASACNE2100TTTDR",amachon
Time Spy,1.2,4541,16,7,AMD,13810,Ryzen 9 3950X,AM4,105,46.4,September 28 2020,NVIDIA GeForce RTX 3080,1934,1203,57,2040,1,Approved ,27.21.14.5638,1213,18438,"Micro-Star International Co ., Ltd.",10240,120.71,105.3,64-bit Windows 10 (10.0.19041),65536,3392,17555,"1,000 GB Sabrent Rocket 4.0 1TB",Juicy J@lapeno
Time Spy,1.2,4201,12,7,AMD,12620,Ryzen 9 3900X,AM4,105,42.4,September 29 2020,NVIDIA GeForce RTX 3080,1979,1350,56,2100,1,Approved ,27.21.14.5655,1350,18857,"Asustek Computer, Inc.",10240,124.6,106.83,64-bit Windows 10 (10.0.19041),16384,3798,17555,500 GB Samsung SSD 970 EVO Plus 500GB,artdeer
Time Spy,1.0,5002,10,14,Intel,14894,Core i9-10900K Processor,FCLGA1200,125,50.04,September 18 2020,NVIDIA GeForce RTX 3080,1886,1250,60,2100,1,Approved ,27.21.14.5638,1250,18125,"Micro-Star International Co ., Ltd.",10240,119.43,102.94,64-bit Windows 10 (10.0.19041),16384,3998,17553,"1,000 GB WDS100T3X0C-00SJG0",QifengBee
Time Spy,1.0,4574,16,7,AMD,15638,Ryzen 9 3950X,AM4,105,52.54,September 18 2020,NVIDIA GeForce RTX 3080,1872,1179,63,2040,1,Approved ,27.21.14.5638,1188,17941,ZOTAC,10240,117.78,102.22,64-bit Windows 10 (10.0.19041),32768,3798,17553,512 GB Samsung SSD 970 PRO 512GB,Dinami
Time Spy,1.2,5103,10,14,Intel,12830,Core i9-10900K Processor,FCLGA1200,125,43.1,September 29 2020,NVIDIA GeForce RTX 3080,2016,1291,54,2160,1,Approved ,27.21.14.5655,1300,18773,"Micro-Star International Co ., Ltd.",10240,124.52,106.01,64-bit Windows 10 (10.0.19041),16384,3998,17553,"1,024 GB SAMSUNG MZVLB1T0HBLR-00000",sddlsxo1
Time Spy,1.2,5103,8,14,Intel,11798,Core i9-9900K Processor,FCLGA1151,95,39.64,September 30 2020,NVIDIA GeForce RTX 3080,1986,1253,56,2160,1,Approved ,27.21.14.5655,1263,19205,"Asustek Computer, Inc.",10240,126.37,109.19,64-bit Windows 10 (10.0.19041),16316,3998,17552,480 GB Force MP510,Jexux
Time Spy,1.2,5104,8,14,Intel,11734,Core i9-9900K Processor,FCLGA1151,95,39.42,September 30 2020,NVIDIA GeForce RTX 3080,1995,1275,56,2175,1,Approved ,27.21.14.5655,1275,19235,"Asustek Computer, Inc.",10240,126.95,109.08,64-bit Windows 10 (10.0.19041),16316,3998,17551,480 GB Force MP510,Jexux
Time Spy,1.2,4401,12,7,AMD,14123,Ryzen 9 3900X,AM4,105,47.45,September 21 2020,NVIDIA GeForce RTX 3080,1944,1188,59,2010,1,Approved ,27.21.14.5638,1188,18334,"Micro-Star International Co ., Ltd.",10240,120.5,104.35,64-bit Windows 10 (10.0.18363),32768,3798,17549,250 GB Samsung SSD 850 EVO 250GB,AirportHobo
