benchmark,benchmark_version,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_tdp,cpu_test,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,gt1,gt2,os,ram,ram_clock_freq,score,storage,user
Time Spy,1.2,4208,16,7,AMD,15751,Ryzen 9 3950X,AM4,105,52.92,September 22 2020,NVIDIA GeForce RTX 3080,1930,1188,53,2130,1,Approved ,27.21.14.5638,1188,18549,Palit Microsystems Ltd.,10240,121.55,105.85,64-bit Windows 10 (10.0.19041),32768,3740,18067,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,5303,10,14,Intel,16501,Core i9-10900K Processor,FCLGA1200,125,55.44,September 29 2020,NVIDIA GeForce RTX 3080,1937,1288,57,2040,1,Approved ,27.21.14.5655,1288,18375,"Giga-Byte Technology Co., Ltd.",10240,121.08,104.35,64-bit Windows 10 (10.0.19041),32768,4532,18067,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,5303,10,14,Intel,16570,Core i9-10900K Processor,FCLGA1200,125,55.67,September 28 2020,NVIDIA GeForce RTX 3080,1912,1284,57,2025,1,Approved ,27.21.14.5638,1294,18358,"Giga-Byte Technology Co., Ltd.",10240,120.55,104.56,64-bit Windows 10 (10.0.19041),32768,4532,18065,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,5303,10,14,Intel,16464,Core i9-10900K Processor,FCLGA1200,125,55.31,September 29 2020,NVIDIA GeForce RTX 3080,1964,1284,57,2100,1,Approved ,27.21.14.5655,1294,18381,"Giga-Byte Technology Co., Ltd.",10240,120.62,104.76,64-bit Windows 10 (10.0.19041),32768,4532,18065,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,5308,10,14,Intel,15010,Core i9-10900K Processor,FCLGA1200,125,50.43,September 22 2020,NVIDIA GeForce RTX 3080,1948,1275,54,2070,1,Approved ,27.21.14.5638,1275,18738,"Asustek Computer, Inc.",10240,123.41,106.46,64-bit Windows 10 (10.0.19041),16384,4402,18064,"1,024 GB ADATA SX8200PNP",raufzero
Time Spy,1.2,5403,10,14,Intel,16803,Core i9-10900K Processor,FCLGA1200,125,56.45,September 21 2020,NVIDIA GeForce RTX 3080,1868,1350,49,1995,1,Approved ,27.21.14.5638,1350,18306,Palit Microsystems Ltd.,10240,120.62,103.96,64-bit Windows 10 (10.0.18362),16384,4700,18063,"1,024 GB ADATA SX8200PNP",Mumriken-2
Time Spy,1.2,5308,10,14,Intel,14988,Core i9-10900K Processor,FCLGA1200,125,50.36,September 22 2020,NVIDIA GeForce RTX 3080,1945,1263,55,2085,1,Approved ,27.21.14.5638,1263,18741,"Asustek Computer, Inc.",10240,123.79,106.21,64-bit Windows 10 (10.0.19041),16384,4404,18062,"1,024 GB ADATA SX8200PNP",raufzero
Time Spy,1.2,4509,16,7,AMD,16593,Ryzen 9 3950X,AM4,105,55.75,September 25 2020,NVIDIA GeForce RTX 3080,1903,1188,52,2100,1,Approved ,27.21.14.5638,1188,18349,Palit Microsystems Ltd.,10240,120.37,104.6,64-bit Windows 10 (10.0.19041),32768,3740,18062,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,5404,10,14,Intel,16732,Core i9-10900K Processor,FCLGA1200,125,56.22,September 21 2020,NVIDIA GeForce RTX 3080,1853,1338,56,2055,1,Approved ,27.21.14.5638,1338,18310,Palit Microsystems Ltd.,10240,121.1,103.65,64-bit Windows 10 (10.0.18362),16384,4700,18054,"1,024 GB ADATA SX8200PNP",Mumriken-2
Time Spy,1.0,5303,10,14,Intel,15845,Core i9-10900K Processor,FCLGA1200,125,53.24,September 19 2020,NVIDIA GeForce RTX 3080,1914,1338,53,2100,1,Approved ,27.21.14.5638,1344,18509,EVGA Corporation,10240,122.64,104.61,64-bit Windows 10 (10.0.19041),32768,4000,18053,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Talon2020
Time Spy,1.2,4201,16,7,AMD,13931,Ryzen 9 3950X,AM4,105,46.81,September 30 2020,NVIDIA GeForce RTX 3080,2004,1272,52,2115,1,Approved ,27.21.14.5655,1272,19047,NVidia Corporation,10240,124.94,108.59,64-bit Windows 10 (10.0.19041),32768,3598,18052,500 GB Samsung SSD 970 EVO 250GB,cipullo6906
Time Spy,1.2,4624,16,7,AMD,14981,Ryzen 9 3950X,AM4,105,50.33,September 29 2020,NVIDIA GeForce RTX 3080,2029,1179,52,2190,1,Approved ,27.21.14.5655,1188,18724,"Micro-Star International Co ., Ltd.",10240,123.07,106.56,64-bit Windows 10 (10.0.19041),32718,3732,18047,250 GB Samsung SSD 970 EVO 250GB,LHTF-FCL
Time Spy,1.2,4509,16,7,AMD,16291,Ryzen 9 3950X,AM4,105,54.74,September 30 2020,NVIDIA GeForce RTX 3080,1900,1263,47,2130,1,Approved ,27.21.14.5655,1282,18394,"Asustek Computer, Inc.",10240,121.09,104.54,64-bit Windows 10 (10.0.19041),32768,3740,18044,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,4509,16,7,AMD,16340,Ryzen 9 3950X,AM4,105,54.9,September 29 2020,NVIDIA GeForce RTX 3080,1921,1213,47,2085,1,Approved ,27.21.14.5655,1213,18382,Palit Microsystems Ltd.,10240,120.9,104.56,64-bit Windows 10 (10.0.19041),32768,3740,18043,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.0,5103,10,14,Intel,15162,Core i9-10900K Processor,FCLGA1200,125,50.94,September 18 2020,NVIDIA GeForce RTX 3080,1926,1250,52,1995,1,Approved ,27.21.14.5638,1250,18663,"Micro-Star International Co ., Ltd.",10240,122.54,106.32,64-bit Windows 10 (10.0.19041),32768,3600,18038,"2,000 GB Samsung SSD 860 EVO 2TB",BENCHMARKS FOR GAMERS
Time Spy,1.2,5154,10,14,Intel,14421,Core i9-10850K Processor,FCLGA1200,95,48.45,September 30 2020,NVIDIA GeForce RTX 3080,1942,1316,65,2160,1,Approved ,27.21.14.5655,1325,18873,"Giga-Byte Technology Co., Ltd.",10240,124.72,106.91,64-bit Windows 10 (10.0.18363),32768,3230,18037,500 GB Samsung SSD 960 EVO 500GB,GunnarTheFox
Time Spy,1.2,4674,16,7,AMD,15540,Ryzen 9 3950X,AM4,105,52.21,September 25 2020,NVIDIA GeForce RTX 3080,1933,1293,69,2085,1,Approved ,27.21.14.5638,1293,18554,"Micro-Star International Co ., Ltd.",10240,122.48,105.2,64-bit Windows 10 (10.0.19041),32768,3732,18029,"2,000 GB GIGABYTE GP-ASM2NE6200TTTD",bladerunner500
Time Spy,1.2,5303,10,14,Intel,16501,Core i9-10900K Processor,FCLGA1200,125,55.44,September 28 2020,NVIDIA GeForce RTX 3080,1929,1185,55,2025,1,Approved ,27.21.14.5638,1188,18328,"Giga-Byte Technology Co., Ltd.",10240,120.03,104.64,64-bit Windows 10 (10.0.19041),32768,4532,18028,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,5001,10,14,Intel,15073,Core i9-10900K Processor,FCLGA1200,125,50.64,September 26 2020,NVIDIA GeForce RTX 3080,1918,1255,61,2010,1,Approved ,27.21.14.5638,1275,18673,"Asustek Computer, Inc.",10240,123.48,105.72,64-bit Windows 10 (10.0.19041),32768,4096,18027,512 GB Samsung SSD 970 PRO 512GB,거친남자
Time Spy,1.2,4201,16,7,AMD,13999,Ryzen 9 3950X,AM4,105,47.03,September 27 2020,NVIDIA GeForce RTX 3080,1978,1275,50,2085,1,Approved ,27.21.14.5638,1275,18989,NVidia Corporation,10240,124.51,108.3,64-bit Windows 10 (10.0.19041),32768,3598,18025,500 GB Samsung SSD 970 EVO 250GB,cipullo6906
Time Spy,1.2,5308,10,14,Intel,15140,Core i9-10900K Processor,FCLGA1200,125,50.87,September 22 2020,NVIDIA GeForce RTX 3080,1933,1263,56,2040,1,Approved ,27.21.14.5638,1263,18643,"Asustek Computer, Inc.",10240,123.1,105.68,64-bit Windows 10 (10.0.19041),16384,4402,18017,"1,024 GB ADATA SX8200PNP",raufzero
Time Spy,1.2,5303,10,14,Intel,16536,Core i9-10900K Processor,FCLGA1200,125,55.56,September 29 2020,NVIDIA GeForce RTX 3080,1914,1250,57,2025,1,Approved ,27.21.14.5655,1250,18304,"Giga-Byte Technology Co., Ltd.",10240,119.86,104.52,64-bit Windows 10 (10.0.19041),32768,4534,18015,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,5408,10,14,Intel,12164,Core i9-10900K Processor,FCLGA1200,125,40.87,September 22 2020,NVIDIA GeForce RTX 3080,2066,1281,54,2085,1,Approved ,27.21.14.5638,1281,19680,"Asustek Computer, Inc.",10240,128.95,112.3,64-bit Windows 10 (10.0.18363),32768,4404,18010,"1,000 GB Seagate FireCuda 510 SSD ZP1000GM30001",普普通通Tony大叔
Time Spy,1.2,5002,10,14,Intel,14756,Core i9-10900K Processor,FCLGA1200,125,49.58,September 30 2020,NVIDIA GeForce RTX 3080,1958,1288,56,2085,1,Approved ,27.21.14.5655,1288,18740,"Micro-Star International Co ., Ltd.",10240,123.29,106.56,64-bit Windows 10 (10.0.19041),32768,3998,18010,512 GB Samsung SSD 970 PRO 512GB,Gloomy1101
Time Spy,1.2,5303,10,14,Intel,16475,Core i9-10900K Processor,FCLGA1200,125,55.35,September 26 2020,NVIDIA GeForce RTX 3080,1890,1278,63,2010,1,Approved ,27.21.14.5638,1288,18308,"Giga-Byte Technology Co., Ltd.",10240,120.3,104.22,64-bit Windows 10 (10.0.18363),32768,4532,18007,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,4509,16,7,AMD,16403,Ryzen 9 3950X,AM4,105,55.11,September 26 2020,NVIDIA GeForce RTX 3080,1867,1282,48,2040,1,Approved ,27.21.14.5638,1282,18320,Palit Microsystems Ltd.,10240,121.21,103.67,64-bit Windows 10 (10.0.19041),32768,3740,18004,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,5303,10,14,Intel,16532,Core i9-10900K Processor,FCLGA1200,125,55.54,September 29 2020,NVIDIA GeForce RTX 3080,1908,1265,57,2025,1,Approved ,27.21.14.5655,1275,18285,"Giga-Byte Technology Co., Ltd.",10240,120.33,103.95,64-bit Windows 10 (10.0.19041),32768,4532,17998,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,5103,10,14,Intel,14046,Core i9-10900K Processor,FCLGA1200,125,47.19,September 21 2020,NVIDIA GeForce RTX 3080,1967,1188,67,2100,1,Approved ,27.21.14.5638,1188,18937,"Micro-Star International Co ., Ltd.",10240,124.9,107.45,64-bit Windows 10 (10.0.19041),16384,4000,17996,512 GB SPCC M.2 PCIe SSD,TheMasterCow-2
Time Spy,1.2,4208,16,7,AMD,15789,Ryzen 9 3950X,AM4,105,53.05,September 22 2020,NVIDIA GeForce RTX 3080,1914,1188,53,2100,1,Approved ,27.21.14.5638,1188,18451,Palit Microsystems Ltd.,10240,121.01,105.21,64-bit Windows 10 (10.0.19041),32768,3740,17995,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,5408,10,14,Intel,11900,Core i9-10900K Processor,FCLGA1200,125,39.98,September 22 2020,NVIDIA GeForce RTX 3080,2065,1312,55,2100,1,Approved ,27.21.14.5638,1313,19780,"Asustek Computer, Inc.",10240,129.74,112.78,64-bit Windows 10 (10.0.18363),32768,4402,17992,"1,000 GB Seagate FireCuda 510 SSD ZP1000GM30001",普普通通Tony大叔
Time Spy,1.2,4509,16,7,AMD,16403,Ryzen 9 3950X,AM4,105,55.11,September 29 2020,NVIDIA GeForce RTX 3080,1911,1188,48,2070,1,Approved ,27.21.14.5655,1188,18305,Palit Microsystems Ltd.,10240,120.79,103.82,64-bit Windows 10 (10.0.19041),32768,3740,17992,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,5103,10,14,Intel,14051,Core i9-10900K Processor,FCLGA1200,125,47.21,September 21 2020,NVIDIA GeForce RTX 3080,1975,1188,68,2100,1,Approved ,27.21.14.5638,1188,18926,"Micro-Star International Co ., Ltd.",10240,124.63,107.53,64-bit Windows 10 (10.0.19041),16384,3998,17989,512 GB SPCC M.2 PCIe SSD,TheMasterCow-2
Time Spy,1.2,4301,16,7,AMD,15281,Ryzen 9 3950X,AM4,105,51.34,September 28 2020,NVIDIA GeForce RTX 3080,1952,1272,53,2085,1,Approved ,27.21.14.5655,1281,18570,"Giga-Byte Technology Co., Ltd.",10240,122.04,105.7,64-bit Windows 10 (10.0.19041),32768,3732,17989,"1,000 GB GALAX HA1K1000N",lizheng_2
Time Spy,1.2,4208,16,7,AMD,15689,Ryzen 9 3950X,AM4,105,52.71,September 30 2020,NVIDIA GeForce RTX 3080,1917,1282,54,2115,1,Approved ,27.21.14.5655,1282,18463,Palit Microsystems Ltd.,10240,121.48,104.98,64-bit Windows 10 (10.0.19041),32768,3740,17985,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,5002,10,14,Intel,14404,Core i9-10850K Processor,FCLGA1200,95,48.39,September 29 2020,NVIDIA GeForce RTX 3080,1963,1235,62,2085,1,Approved ,27.21.14.5655,1244,18808,"Micro-Star International Co ., Ltd.",10240,124.42,106.45,64-bit Windows 10 (10.0.18362),32768,4000,17983,"1,024 GB Sabrent",Park Chae Su
Time Spy,1.2,5403,8,14,Intel,13210,Core i9-9900K Processor,FCLGA1151,95,44.38,September 21 2020,NVIDIA GeForce RTX 3080,1958,1313,41,2085,1,Approved ,27.21.14.5638,1313,19199,"Micro-Star International Co ., Ltd.",10240,126.83,108.8,64-bit Windows 10 (10.0.19041),16384,4300,17976,512 GB SAMSUNG MZVLB512HAJQ-00000,Hytar
Time Spy,1.2,5103,10,14,Intel,14140,Core i9-10900K Processor,FCLGA1200,125,47.51,September 23 2020,NVIDIA GeForce RTX 3080,1940,1232,59,2100,1,Approved ,27.21.14.5638,1251,18879,"Micro-Star International Co ., Ltd.",10240,124.64,107.03,64-bit Windows 10 (10.0.18363),32768,4200,17975,"1,000 GB Seagate FireCuda 510 SSD ZP1000GM30001",Hubabuba5
Time Spy,1.2,4208,16,7,AMD,15831,Ryzen 9 3950X,AM4,105,53.19,September 25 2020,NVIDIA GeForce RTX 3080,1912,1282,53,2115,1,Approved ,27.21.14.5638,1282,18411,Palit Microsystems Ltd.,10240,121.45,104.46,64-bit Windows 10 (10.0.19041),32768,3740,17971,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,5004,10,14,Intel,15486,Core i9-10900K Processor,FCLGA1200,125,52.03,September 19 2020,NVIDIA GeForce RTX 3080,1930,1179,65,2025,1,Approved ,27.21.14.5638,1188,18473,"Micro-Star International Co ., Ltd.",10240,121.99,104.71,64-bit Windows 10 (10.0.18362),16384,4600,17953,512 GB SAMSUNG MZVLB512HAJQ-00000,junbal713-2
Time Spy,1.2,4624,16,7,AMD,15035,Ryzen 9 3950X,AM4,105,50.51,September 29 2020,NVIDIA GeForce RTX 3080,2003,1179,51,2160,1,Approved ,27.21.14.5655,1188,18589,"Micro-Star International Co ., Ltd.",10240,122.21,105.77,64-bit Windows 10 (10.0.19041),32718,3732,17952,250 GB Samsung SSD 970 EVO 250GB,LHTF-FCL
Time Spy,1.2,5204,8,14,Intel,12427,Core i9-9900K Processor,FCLGA1151,95,41.75,September 28 2020,NVIDIA GeForce RTX 3080,1961,1338,53,2025,1,Approved ,27.21.14.5638,1338,19478,EVGA Corporation,10240,128.32,110.64,64-bit Windows 10 (10.0.19041),32768,3598,17950,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Time Spy,1.0,5104,10,14,Intel,15133,Core i9-10900K Processor,FCLGA1200,125,50.84,September 18 2020,NVIDIA GeForce RTX 3080,1906,1294,52,1980,1,Approved ,27.21.14.5638,1294,18553,"Micro-Star International Co ., Ltd.",10240,122.09,105.48,64-bit Windows 10 (10.0.19041),32768,3600,17944,"2,000 GB Samsung SSD 860 EVO 2TB",BENCHMARKS FOR GAMERS
Time Spy,1.2,5203,8,14,Intel,12839,Core i9-9900K Processor,FCLGA1151,95,43.14,September 19 2020,NVIDIA GeForce RTX 3080,1976,1268,48,2175,1,Approved ,27.21.14.5638,1287,19294,"Micro-Star International Co ., Ltd.",10240,127.24,109.49,64-bit Windows 10 (10.0.18363),32768,4000,17940,"2,000 GB PNY CS3030 2TB SSD",ELP3
Time Spy,1.2,5304,8,14,Intel,12393,Core i9-9900K Processor,FCLGA1151,95,41.64,September 28 2020,NVIDIA GeForce RTX 3080,1970,1338,54,2055,1,Approved ,27.21.14.5638,1338,19478,EVGA Corporation,10240,128.24,110.69,64-bit Windows 10 (10.0.19041),32768,3598,17939,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Time Spy,1.2,5303,10,14,Intel,16589,Core i9-10900K Processor,FCLGA1200,125,55.74,September 26 2020,NVIDIA GeForce RTX 3080,1872,1288,63,1980,1,Approved ,27.21.14.5638,1288,18199,"Giga-Byte Technology Co., Ltd.",10240,119.93,103.34,64-bit Windows 10 (10.0.18363),32768,4530,17937,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.0,5001,10,14,Intel,14879,Core i9-10900K Processor,FCLGA1200,125,49.99,September 17 2020,NVIDIA GeForce RTX 3080,1977,1179,57,2040,1,Approved ,27.21.14.5638,1188,18609,Colorful,10240,123.45,105.07,64-bit Windows 10 (10.0.18363),65536,4000,17934,"2,048 GB HS-SSD-C2000Pro 2048G",lq84230
Time Spy,1.2,5303,10,14,Intel,16551,Core i9-10900K Processor,FCLGA1200,125,55.61,September 29 2020,NVIDIA GeForce RTX 3080,1931,1294,57,2025,1,Approved ,27.21.14.5655,1294,18203,"Giga-Byte Technology Co., Ltd.",10240,119.82,103.47,64-bit Windows 10 (10.0.19041),32768,4532,17934,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,5303,10,14,Intel,16494,Core i9-10900K Processor,FCLGA1200,125,55.42,September 29 2020,NVIDIA GeForce RTX 3080,1910,1284,57,2040,1,Approved ,27.21.14.5655,1294,18204,"Giga-Byte Technology Co., Ltd.",10240,119.71,103.56,64-bit Windows 10 (10.0.19041),32768,4532,17925,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,4208,16,7,AMD,15621,Ryzen 9 3950X,AM4,105,52.48,September 29 2020,NVIDIA GeForce RTX 3080,1904,1282,46,2085,1,Approved ,27.21.14.5655,1282,18403,Palit Microsystems Ltd.,10240,121.43,104.38,64-bit Windows 10 (10.0.19041),32768,3740,17924,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Time Spy,1.2,5409,10,14,Intel,12041,Core i9-10900K Processor,FCLGA1200,125,40.46,September 22 2020,NVIDIA GeForce RTX 3080,2040,1281,54,2070,1,Approved ,27.21.14.5638,1281,19614,"Asustek Computer, Inc.",10240,128.64,111.84,64-bit Windows 10 (10.0.18363),32768,4404,17923,"1,000 GB Seagate FireCuda 510 SSD ZP1000GM30001",普普通通Tony大叔
Time Spy,1.2,5308,10,14,Intel,15092,Core i9-10900K Processor,FCLGA1200,125,50.7,September 22 2020,NVIDIA GeForce RTX 3080,1914,1263,54,2010,1,Approved ,27.21.14.5638,1263,18533,"Asustek Computer, Inc.",10240,122.29,105.11,64-bit Windows 10 (10.0.19041),16384,4404,17920,"1,024 GB ADATA SX8200PNP",raufzero
Time Spy,1.2,5104,8,14,Intel,12321,Core i9-9900K Processor,FCLGA1151,95,41.39,September 28 2020,NVIDIA GeForce RTX 3080,1970,1338,53,2025,1,Approved ,27.21.14.5638,1338,19482,EVGA Corporation,10240,127.93,110.97,64-bit Windows 10 (10.0.19041),32768,3598,17919,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Time Spy,1.2,5403,10,14,Intel,16690,Core i9-10900K Processor,FCLGA1200,125,56.07,September 21 2020,NVIDIA GeForce RTX 3080,1862,1350,55,1995,1,Approved ,27.21.14.5638,1350,18154,Palit Microsystems Ltd.,10240,120.31,102.59,64-bit Windows 10 (10.0.18362),16384,4700,17918,"1,024 GB ADATA SX8200PNP",Mumriken-2
Time Spy,1.0,5002,10,14,Intel,14836,Core i9-10900K Processor,FCLGA1200,125,49.84,September 30 2020,NVIDIA GeForce RTX 3080,1887,1306,53,2130,1,Approved ,27.21.14.5655,1325,18601,"Asustek Computer, Inc.",10240,122.92,105.37,64-bit Windows 10 (10.0.19041),32768,4002,17918,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Talon2020
Time Spy,1.0,5103,10,14,Intel,15092,Core i9-10900K Processor,FCLGA1200,125,50.7,September 18 2020,NVIDIA GeForce RTX 3080,1920,1310,52,1995,1,Approved ,27.21.14.5638,1310,18526,"Micro-Star International Co ., Ltd.",10240,122.0,105.26,64-bit Windows 10 (10.0.19041),32768,3600,17914,"2,000 GB Samsung SSD 860 EVO 2TB",BENCHMARKS FOR GAMERS
Time Spy,1.2,4466,16,7,AMD,14720,Ryzen 9 3950X,AM4,105,49.46,September 24 2020,NVIDIA GeForce RTX 3080,1941,1228,63,2070,1,Approved ,27.21.14.5638,1238,18626,"Micro-Star International Co ., Ltd.",10240,122.11,106.24,64-bit Windows 10 (10.0.19041),65536,3592,17913,"1,000 GB Sabrent Rocket 4.0 1TB",Juicy J@lapeno
Time Spy,1.2,5002,10,14,Intel,15580,Core i9-10900K Processor,FCLGA1200,125,52.35,September 21 2020,NVIDIA GeForce RTX 3080,1925,1188,67,2040,1,Approved ,27.21.14.5638,1188,18397,"Micro-Star International Co ., Ltd.",10240,121.48,104.29,64-bit Windows 10 (10.0.18362),16384,4600,17911,512 GB SAMSUNG MZVLB512HAJQ-00000,junbal713-2
Time Spy,1.2,5103,8,14,Intel,12264,Core i9-9900K Processor,FCLGA1151,95,41.2,September 28 2020,NVIDIA GeForce RTX 3080,1966,1340,53,2040,1,Approved ,27.21.14.5638,1340,19496,EVGA Corporation,10240,128.4,110.76,64-bit Windows 10 (10.0.19041),32768,3600,17911,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Time Spy,1.2,5203,8,14,Intel,12846,Core i9-9900K Processor,FCLGA1151,95,43.16,September 19 2020,NVIDIA GeForce RTX 3080,2011,1274,47,2175,1,Approved ,27.21.14.5638,1293,19250,"Micro-Star International Co ., Ltd.",10240,126.61,109.5,64-bit Windows 10 (10.0.18363),32768,4000,17910,"2,000 GB PNY CS3030 2TB SSD",ELP3
Time Spy,1.2,5204,8,14,Intel,12297,Core i9-9900K Processor,FCLGA1151,95,41.32,September 28 2020,NVIDIA GeForce RTX 3080,1966,1338,54,2055,1,Approved ,27.21.14.5638,1338,19475,EVGA Corporation,10240,127.91,110.9,64-bit Windows 10 (10.0.19041),32768,3600,17907,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Time Spy,1.2,5204,8,14,Intel,12809,Core i9-9900K Processor,FCLGA1151,95,43.04,September 19 2020,NVIDIA GeForce RTX 3080,2011,1289,47,2175,1,Approved ,27.21.14.5638,1294,19258,"Micro-Star International Co ., Ltd.",10240,126.5,109.66,64-bit Windows 10 (10.0.18363),32768,3998,17905,"2,000 GB PNY CS3030 2TB SSD",ELP3
Time Spy,1.2,5203,8,14,Intel,12805,Core i9-9900K Processor,FCLGA1151,95,43.02,September 19 2020,NVIDIA GeForce RTX 3080,2011,1284,47,2160,1,Approved ,27.21.14.5638,1285,19257,"Micro-Star International Co ., Ltd.",10240,126.81,109.41,64-bit Windows 10 (10.0.18363),32768,4000,17903,"2,000 GB PNY CS3030 2TB SSD",ELP3
Time Spy,1.2,5203,10,14,Intel,13755,Core i9-10850K Processor,FCLGA1200,95,46.21,September 30 2020,NVIDIA GeForce RTX 3080,1929,1325,53,2055,1,Approved ,27.21.14.5638,1325,18907,"Asustek Computer, Inc.",10240,124.95,107.1,64-bit Windows 10 (10.0.19041),16384,3800,17901,240 GB Force MP510,MalaysiaBoleh!
Time Spy,1.2,5103,10,14,Intel,14185,Core i9-10900KF Processor,FCLGA1200,125,47.66,September 26 2020,NVIDIA GeForce RTX 3080,1925,1341,60,2070,1,Approved ,27.21.14.5638,1341,18765,"Asustek Computer, Inc.",10240,123.58,106.61,64-bit Windows 10 (10.0.19041),32768,3200,17898,"2,000 GB Samsung SSD 970 EVO Plus 2TB",Untamed Entropy
Time Spy,1.2,5203,10,14,Intel,15281,Core i9-10900K Processor,FCLGA1200,125,51.34,September 28 2020,NVIDIA GeForce RTX 3080,1887,1188,71,2025,1,Approved ,27.21.14.5638,1188,18452,"Micro-Star International Co ., Ltd.",10240,121.74,104.67,64-bit Windows 10 (10.0.19041),32768,3998,17894,"1,000 GB WDS100T3X0C-00SJG0",283134602
Time Spy,1.2,5303,10,14,Intel,16494,Core i9-10900K Processor,FCLGA1200,125,55.42,September 28 2020,NVIDIA GeForce RTX 3080,1902,1284,53,1920,1,Approved ,27.21.14.5638,1294,18166,"Giga-Byte Technology Co., Ltd.",10240,120.42,102.63,64-bit Windows 10 (10.0.19041),32768,4532,17893,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,5303,10,14,Intel,16601,Core i9-10900K Processor,FCLGA1200,125,55.77,September 28 2020,NVIDIA GeForce RTX 3080,1898,1284,63,2010,1,Approved ,27.21.14.5638,1294,18143,"Giga-Byte Technology Co., Ltd.",10240,119.33,103.19,64-bit Windows 10 (10.0.19041),32768,4532,17893,256 GB SAMSUNG MZVLW256HEHP-00000,林爸爸a
Time Spy,1.2,4474,16,7,AMD,15380,Ryzen 9 3950X,AM4,105,51.67,September 25 2020,NVIDIA GeForce RTX 3080,1914,1179,45,1950,1,Approved ,27.21.14.5638,1188,18423,Gainward GmbH,10240,120.86,105.02,64-bit Windows 10 (10.0.18363),32768,3798,17891,960 GB Force MP510,Martin Lehmann
Time Spy,1.2,5203,10,14,Intel,14361,Core i9-10900K Processor,FCLGA1200,125,48.25,September 26 2020,NVIDIA GeForce RTX 3080,1920,1241,67,2040,1,Approved ,27.21.14.5638,1250,18701,EVGA Corporation,10240,123.27,106.17,64-bit Windows 10 (10.0.19041),16384,GB,17890,"1,000 GB WDS100T3X0C-00SJG0",Concerto钢铁的协奏
Time Spy,1.2,5203,8,14,Intel,12698,Core i9-9900K Processor,FCLGA1151,95,42.66,September 19 2020,NVIDIA GeForce RTX 3080,1972,1274,49,2175,1,Approved ,27.21.14.5638,1293,19280,"Micro-Star International Co ., Ltd.",10240,127.2,109.37,64-bit Windows 10 (10.0.18363),32768,4000,17889,"2,000 GB PNY CS3030 2TB SSD",ELP3
Time Spy,1.2,4499,16,7,AMD,15459,Ryzen 9 3950X,AM4,105,51.94,September 23 2020,NVIDIA GeForce RTX 3080,1928,1251,41,2130,1,Approved ,27.21.14.5638,1251,18399,Gainward GmbH,10240,121.0,104.67,64-bit Windows 10 (10.0.18363),32768,3798,17888,960 GB Force MP510,Martin Lehmann
Time Spy,1.2,4740,16,7,AMD,14043,Ryzen 9 3950X,AM4,105,47.18,September 24 2020,NVIDIA GeForce RTX 3080,1957,1263,55,2085,1,Approved ,27.21.14.5638,1263,18791,EVGA Corporation,10240,123.66,106.83,64-bit Windows 10 (10.0.19041),32768,3592,17884,500 GB NVMe Samsung SSD 970 SCSI Disk Device,Hitmanblood
