benchmark,benchmark_version,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_test,cpu_tdp,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,pr_gt,os,ram,ram_clock_freq,score,storage,user
Port Royal,1.2,4390,16,7,AMD,,Ryzen 9 3950X,AM4,,105,September 30 2020,NVIDIA GeForce RTX 3080,2092,1238,53,2175,1,Approved ,27.21.14.5655,1238,12232,NVidia Corporation,10240,56.63,64-bit Windows 10 (10.0.18363),32768,3324,12232,500 GB Samsung SSD 970 EVO Plus 500GB,technolosophy
Port Royal,1.2,4366,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 30 2020,NVIDIA GeForce RTX 3080,2073,1300,52,2160,1,Approved ,27.21.14.5655,1300,12230,NVidia Corporation,10240,56.62,64-bit Windows 10 (10.0.19041),32768,3592,12230,"1,000 GB Force MP600",jmeister
Port Royal,1.2,4904,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1997,1326,50,2040,1,Approved ,27.21.14.5638,1326,12229,NVidia Corporation,10240,56.62,64-bit Windows 10 (10.0.19041),16384,3600,12229,"1,000 GB Samsung SSD 970 EVO 1TB",eXtremelyRandy
Port Royal,1.2,5002,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2071,1307,58,2130,1,Approved ,27.21.14.5655,1307,12229,NVidia Corporation,10240,56.62,64-bit Windows 10 (10.0.18362),32768,3200,12229,500 GB Samsung SSD 850 EVO 500GB,RABiD_CHiMPANZi
Port Royal,1.2,5101,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 22 2020,NVIDIA GeForce RTX 3080,2074,1219,40,2115,1,Approved ,27.21.14.5638,1219,12228,NVidia Corporation,10240,56.61,64-bit Windows 10 (10.0.19041),16384,3200,12228,500 GB Samsung SSD 860 EVO 500GB,JayzTwoCents
Port Royal,1.2,4301,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 23 2020,NVIDIA GeForce RTX 3080,1999,1301,49,2130,1,Approved ,27.21.14.5638,1313,12226,"Giga-Byte Technology Co., Ltd.",10240,56.6,64-bit Windows 10 (10.0.19041),32768,3798,12226,"2,000 GB HP SSD EX950 2TB",AverageTechReviews
Port Royal,1.2,5203,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2023,1276,49,2100,1,Approved ,27.21.14.5655,1288,12226,"Micro-Star International Co ., Ltd.",10240,56.61,64-bit Windows 10 (10.0.18362),32768,3400,12226,256 GB Samsung SSD 950 PRO 256GB,steven46746
Port Royal,1.2,5000,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 27 2020,NVIDIA GeForce RTX 3080,2025,1275,48,2130,1,Approved ,27.21.14.5638,1275,12225,"Micro-Star International Co ., Ltd.",10240,56.6,64-bit Windows 10 (10.0.19041),32768,3600,12225,"1,000 GB Samsung SSD 970 EVO Plus 1TB",BulldoggeBuilds
Port Royal,1.2,4503,4,14,Intel,,Core i7-7700K Processor,FCLGA1151,,91,September 30 2020,NVIDIA GeForce RTX 3080,2067,1250,59,2115,1,Approved ,27.21.14.5655,1250,12225,NVidia Corporation,10240,56.6,64-bit Windows 10 (10.0.19041),16384,3000,12225,"1,024 GB ADATA SX8200PNP",spikeanoid
Port Royal,1.2,5103,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2060,1338,56,2130,1,Approved ,27.21.14.5655,1338,12222,NVidia Corporation,10240,56.59,64-bit Windows 10 (10.0.18362),32768,3200,12222,500 GB Samsung SSD 850 EVO 500GB,RABiD_CHiMPANZi
Port Royal,1.2,5103,10,14,Intel,,Core i9-10850K Processor,FCLGA1200,,95,September 29 2020,NVIDIA GeForce RTX 3080,2096,1250,55,2160,1,Approved ,27.21.14.5655,1250,12221,NVidia Corporation,10240,56.58,64-bit Windows 10 (10.0.18362),32768,2666,12221,512 GB NVMe Samsung SSD 950 SCSI Disk Device,JNeidlinger
Port Royal,1.2,5101,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1993,1338,54,2040,1,Approved ,27.21.14.5638,1338,12220,EVGA Corporation,10240,56.58,64-bit Windows 10 (10.0.19041),32768,3598,12220,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,5001,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,1985,1264,70,2070,1,Approved ,27.21.14.5655,1275,12219,NVidia Corporation,10240,56.57,64-bit Windows 10 (10.0.19041),32768,3200,12219,500 GB Samsung SSD 960 EVO 500GB,johnbro
Port Royal,1.2,5204,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2000,1338,57,2070,1,Approved ,27.21.14.5655,1338,12219,EVGA Corporation,10240,56.57,64-bit Windows 10 (10.0.19041),32768,3598,12219,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,5103,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2071,1300,55,2130,1,Approved ,27.21.14.5655,1300,12218,NVidia Corporation,10240,56.57,64-bit Windows 10 (10.0.18362),32768,3198,12218,500 GB Samsung SSD 850 EVO 500GB,RABiD_CHiMPANZi
Port Royal,1.2,5104,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1995,1325,54,2040,1,Approved ,27.21.14.5638,1325,12214,EVGA Corporation,10240,56.55,64-bit Windows 10 (10.0.19041),32768,3600,12214,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,4299,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 23 2020,NVIDIA GeForce RTX 3080,2016,1313,49,2055,1,Approved ,27.21.14.5638,1313,12213,"Giga-Byte Technology Co., Ltd.",10240,56.54,64-bit Windows 10 (10.0.19041),32768,3798,12213,"2,000 GB HP SSD EX950 2TB",AverageTechReviews
Port Royal,1.2,5203,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 20 2020,NVIDIA GeForce RTX 3080,1985,1252,54,2085,1,Approved ,27.21.14.5638,1263,12212,"Giga-Byte Technology Co., Ltd.",10240,56.54,64-bit Windows 10 (10.0.18363),32768,3998,12212,500 GB Force MP600,ITRaidDE
Port Royal,1.2,5100,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 27 2020,NVIDIA GeForce RTX 3080,2028,1269,49,2130,1,Approved ,27.21.14.5638,1269,12211,"Micro-Star International Co ., Ltd.",10240,56.53,64-bit Windows 10 (10.0.19041),32768,3600,12211,"1,000 GB Samsung SSD 970 EVO Plus 1TB",BulldoggeBuilds
Port Royal,1.2,5004,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2060,1288,60,2115,1,Approved ,27.21.14.5655,1288,12210,NVidia Corporation,10240,56.53,64-bit Windows 10 (10.0.18362),32768,3198,12210,500 GB Samsung SSD 850 EVO 500GB,RABiD_CHiMPANZi
Port Royal,1.2,5002,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2073,1300,57,2130,1,Approved ,27.21.14.5655,1300,12209,NVidia Corporation,10240,56.52,64-bit Windows 10 (10.0.18362),32768,3198,12209,500 GB Samsung SSD 850 EVO 500GB,RABiD_CHiMPANZi
Port Royal,1.2,5104,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 27 2020,NVIDIA GeForce RTX 3080,1982,1325,54,2040,1,Approved ,27.21.14.5638,1325,12207,EVGA Corporation,10240,56.52,64-bit Windows 10 (10.0.19041),32768,3600,12207,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,5101,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 22 2020,NVIDIA GeForce RTX 3080,2046,1282,40,2085,1,Approved ,27.21.14.5638,1282,12206,NVidia Corporation,10240,56.51,64-bit Windows 10 (10.0.19041),16384,3200,12206,500 GB Samsung SSD 860 EVO 500GB,JayzTwoCents
Port Royal,1.2,5203,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,1997,1338,58,2040,1,Approved ,27.21.14.5655,1338,12205,EVGA Corporation,10240,56.51,64-bit Windows 10 (10.0.19041),32768,3600,12205,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,5308,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 24 2020,NVIDIA GeForce RTX 3080,1994,1300,47,2040,1,Approved ,27.21.14.5638,1300,12204,"Asustek Computer, Inc.",10240,56.5,64-bit Windows 10 (10.0.19041),16384,4404,12204,"1,024 GB ADATA SX8200PNP",raufzero
Port Royal,1.2,4901,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1985,1338,56,2025,1,Approved ,27.21.14.5638,1338,12202,EVGA Corporation,10240,56.49,64-bit Windows 10 (10.0.19041),32768,3600,12202,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,5002,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2067,1313,57,2145,1,Approved ,27.21.14.5655,1313,12202,NVidia Corporation,10240,56.49,64-bit Windows 10 (10.0.18362),32768,3200,12202,500 GB Samsung SSD 850 EVO 500GB,RABiD_CHiMPANZi
Port Royal,1.2,5096,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2031,1244,54,2070,1,Approved ,27.21.14.5655,1244,12202,"Giga-Byte Technology Co., Ltd.",10240,56.49,64-bit Windows 10 (10.0.18363),32768,3196,12202,"1,000 GB Samsung SSD 970 EVO 1TB",Mowey
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1998,1307,51,2220,1,Approved ,27.21.14.5638,1307,12201,Palit Microsystems Ltd.,10240,56.49,64-bit Windows 10 (10.0.19041),32768,3200,12201,120 GB Apacer AS681 120GB,vendnmachine
Port Royal,1.2,5308,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 24 2020,NVIDIA GeForce RTX 3080,1987,1300,47,2055,1,Approved ,27.21.14.5638,1300,12201,"Asustek Computer, Inc.",10240,56.49,64-bit Windows 10 (10.0.19041),16384,4402,12201,"1,024 GB ADATA SX8200PNP",raufzero
Port Royal,1.2,4802,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2034,1250,65,2085,1,Approved ,27.21.14.5655,1250,12201,NVidia Corporation,10240,56.49,64-bit Windows 10 (10.0.19041),16384,3000,12201,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,1995,1288,65,2040,1,Approved ,27.21.14.5655,1288,12196,"Asustek Computer, Inc.",10240,56.47,64-bit Windows 10 (10.0.19041),65536,3464,12196,480 GB INTEL SSDPED1D480GA,NerdyIan
Port Royal,1.2,4366,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 30 2020,NVIDIA GeForce RTX 3080,2057,1300,54,2175,1,Approved ,27.21.14.5655,1300,12196,NVidia Corporation,10240,56.46,64-bit Windows 10 (10.0.19041),32768,3592,12196,"1,000 GB Force MP600",jmeister
Port Royal,1.2,4192,6,7,AMD,,Ryzen 5 3600,AM4,,65,September 30 2020,NVIDIA GeForce RTX 3080,2053,1269,50,2130,1,Approved ,27.21.14.5655,1269,12196,NVidia Corporation,10240,56.46,64-bit Windows 10 (10.0.19041),32768,3592,12196,"2,048 GB Sabrent",Killerskulls
Port Royal,1.2,4802,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2031,1288,53,2100,1,Approved ,27.21.14.5655,1288,12195,"Micro-Star International Co ., Ltd.",10240,56.46,64-bit Windows 10 (10.0.18363),32768,3598,12195,250 GB Samsung SSD 850 EVO 250GB,Grazed
Port Royal,1.2,4804,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2014,1250,67,2100,1,Approved ,27.21.14.5655,1250,12195,NVidia Corporation,10240,56.46,64-bit Windows 10 (10.0.19041),16384,2998,12195,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1998,1294,52,2040,1,Approved ,27.21.14.5638,1294,12194,Palit Microsystems Ltd.,10240,56.45,64-bit Windows 10 (10.0.19041),32768,3200,12194,120 GB Apacer AS681 120GB,vendnmachine
Port Royal,1.2,5203,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,1995,1338,58,2055,1,Approved ,27.21.14.5655,1338,12194,EVGA Corporation,10240,56.46,64-bit Windows 10 (10.0.19041),32768,3600,12194,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,5303,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 22 2020,NVIDIA GeForce RTX 3080,1965,1332,56,1995,1,Approved ,27.21.14.5638,1332,12193,Palit Microsystems Ltd.,10240,56.45,64-bit Windows 10 (10.0.19041),16384,4100,12193,"1,024 GB ADATA SX8200PNP",3lyuka
Port Royal,1.2,4299,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 23 2020,NVIDIA GeForce RTX 3080,2013,1313,49,2040,1,Approved ,27.21.14.5638,1313,12193,"Giga-Byte Technology Co., Ltd.",10240,56.45,64-bit Windows 10 (10.0.19041),32768,3798,12193,"2,000 GB HP SSD EX950 2TB",AverageTechReviews
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,1991,1307,63,2040,1,Approved ,27.21.14.5655,1319,12193,EVGA Corporation,10240,56.45,64-bit Windows 10 (10.0.19041),32768,3198,12193,"1,000 GB Samsung SSD 970 EVO Plus 1TB",CaptainBlackJon
Port Royal,1.2,5203,10,14,Intel,,Core i9-10850K Processor,FCLGA1200,,95,September 25 2020,NVIDIA GeForce RTX 3080,2040,1188,51,2085,1,Approved ,27.21.14.5638,1188,12192,"Micro-Star International Co ., Ltd.",10240,56.45,64-bit Windows 10 (10.0.19041),16384,3200,12192,"1,000 GB Samsung SSD 860 EVO 1TB",QTipsyy
Port Royal,1.2,4902,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1980,1338,59,2025,1,Approved ,27.21.14.5638,1338,12191,EVGA Corporation,10240,56.44,64-bit Windows 10 (10.0.19041),32768,3600,12191,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,4391,8,7,AMD,,Ryzen 7 3800X,AM4,,105,September 29 2020,NVIDIA GeForce RTX 3080,2042,1250,55,2160,1,Approved ,27.21.14.5655,1250,12190,"Micro-Star International Co ., Ltd.",10240,56.44,64-bit Windows 10 (10.0.19041),32768,2128,12190,"1,000 GB Sabrent Rocket 4.0 1TB",AVxVoid
Port Royal,1.2,4901,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1985,1338,56,2040,1,Approved ,27.21.14.5638,1338,12189,EVGA Corporation,10240,56.43,64-bit Windows 10 (10.0.19041),32768,3598,12189,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,2000,1288,52,2205,1,Approved ,27.21.14.5638,1288,12188,Palit Microsystems Ltd.,10240,56.43,64-bit Windows 10 (10.0.19041),32768,3198,12188,120 GB Apacer AS681 120GB,vendnmachine
Port Royal,1.2,4504,4,14,Intel,,Core i7-7700K Processor,FCLGA1151,,91,September 30 2020,NVIDIA GeForce RTX 3080,2046,1250,59,2115,1,Approved ,27.21.14.5655,1250,12188,NVidia Corporation,10240,56.43,64-bit Windows 10 (10.0.19041),16384,3000,12188,"1,024 GB ADATA SX8200PNP",spikeanoid
Port Royal,1.2,5023,10,14,Intel,,Core i9-10850K Processor,FCLGA1200,,95,September 29 2020,NVIDIA GeForce RTX 3080,2103,1247,54,2160,1,Approved ,27.21.14.5655,1247,12187,NVidia Corporation,10240,56.42,64-bit Windows 10 (10.0.18362),32768,2732,12187,512 GB NVMe Samsung SSD 950 SCSI Disk Device,JNeidlinger
Port Royal,1.2,5104,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1997,1300,55,2055,1,Approved ,27.21.14.5638,1300,12185,EVGA Corporation,10240,56.42,64-bit Windows 10 (10.0.19041),32768,3600,12185,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,4374,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 28 2020,NVIDIA GeForce RTX 3080,1991,1313,52,2055,1,Approved ,27.21.14.5638,1313,12185,"Asustek Computer, Inc.",10240,56.42,64-bit Windows 10 (10.0.18363),16384,3798,12185,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Oneirogen_
Port Royal,1.2,4804,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2032,1250,71,2085,1,Approved ,27.21.14.5655,1250,12184,NVidia Corporation,10240,56.41,64-bit Windows 10 (10.0.19041),16384,3000,12184,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,4804,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2033,1238,68,2100,1,Approved ,27.21.14.5655,1238,12184,NVidia Corporation,10240,56.41,64-bit Windows 10 (10.0.19041),16384,3000,12184,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,5203,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 18 2020,NVIDIA GeForce RTX 3080,1975,1313,53,2010,1,Approved ,27.21.14.5638,1313,12182,"Asustek Computer, Inc.",10240,56.4,64-bit Windows 10 (10.0.19041),32768,4600,12182,500 GB Samsung SSD 960 EVO 500GB,cstkl1
Port Royal,1.2,5004,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 21 2020,NVIDIA GeForce RTX 3080,1985,1250,59,2040,1,Approved ,27.21.14.5638,1250,12181,"Asustek Computer, Inc.",10240,56.39,64-bit Windows 10 (10.0.18363),32768,3330,12181,"1,024 GB Samsung SSD 960 PRO 1TB",DoubleRift
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1996,1300,52,2055,1,Approved ,27.21.14.5638,1300,12181,Palit Microsystems Ltd.,10240,56.4,64-bit Windows 10 (10.0.19041),32768,3198,12181,120 GB Apacer AS681 120GB,vendnmachine
Port Royal,1.2,4390,16,7,AMD,,Ryzen 9 3950X,AM4,,105,September 30 2020,NVIDIA GeForce RTX 3080,2075,1238,53,2145,1,Approved ,27.21.14.5655,1238,12181,NVidia Corporation,10240,56.39,64-bit Windows 10 (10.0.18363),32768,3324,12181,500 GB Samsung SSD 970 EVO Plus 500GB,technolosophy
Port Royal,1.2,5303,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 20 2020,NVIDIA GeForce RTX 3080,1954,1289,54,1995,1,Approved ,27.21.14.5638,1301,12180,Palit Microsystems Ltd.,10240,56.39,64-bit Windows 10 (10.0.19041),16384,3998,12180,"1,024 GB ADATA SX8200PNP",3lyuka
Port Royal,1.2,5303,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 24 2020,NVIDIA GeForce RTX 3080,2046,1313,54,2070,1,Approved ,27.21.14.5638,1313,12180,EVGA Corporation,10240,56.39,64-bit Windows 10 (10.0.19041),32768,4132,12180,500 GB Samsung SSD 970 EVO Plus 500GB,Jufes
Port Royal,1.2,4823,14,14,Intel,,Core i9-7940X Processor,FCLGA2066,,165,September 27 2020,NVIDIA GeForce RTX 3080,1996,1289,55,2070,1,Approved ,27.21.14.5638,1300,12178,NVidia Corporation,10240,56.38,64-bit Windows 10 (10.0.18363),98304,3202,12178,"1,024 GB Samsung SSD 970 PRO 1TB",DevDoc-2
Port Royal,1.2,4804,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2005,1300,69,2085,1,Approved ,27.21.14.5655,1300,12177,NVidia Corporation,10240,56.38,64-bit Windows 10 (10.0.19041),16384,2998,12177,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,5134,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1975,1327,64,2040,1,Approved ,27.21.14.5655,1327,12176,"Giga-Byte Technology Co., Ltd.",10240,56.37,64-bit Windows 10 (10.0.18363),32768,3218,12176,500 GB Samsung SSD 960 EVO 500GB,GunnarTheFox
Port Royal,1.2,4804,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2023,1250,66,2085,1,Approved ,27.21.14.5655,1250,12175,NVidia Corporation,10240,56.37,64-bit Windows 10 (10.0.19041),16384,EVO,12175,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,5002,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2058,1313,59,2145,1,Approved ,27.21.14.5655,1313,12174,NVidia Corporation,10240,56.36,64-bit Windows 10 (10.0.18362),32768,3200,12174,500 GB Samsung SSD 850 EVO 500GB,RABiD_CHiMPANZi
Port Royal,1.2,4299,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 23 2020,NVIDIA GeForce RTX 3080,2000,1276,49,2130,1,Approved ,27.21.14.5638,1288,12173,"Giga-Byte Technology Co., Ltd.",10240,56.36,64-bit Windows 10 (10.0.19041),32768,3798,12173,"2,000 GB HP SSD EX950 2TB",AverageTechReviews
Port Royal,1.2,4374,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 29 2020,NVIDIA GeForce RTX 3080,2023,1313,64,2085,1,Approved ,27.21.14.5655,1313,12173,"Asustek Computer, Inc.",10240,56.36,64-bit Windows 10 (10.0.18363),16384,3798,12173,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Oneirogen_
Port Royal,1.2,5001,10,14,Intel,,Core i9-10850K Processor,FCLGA1200,,95,September 30 2020,NVIDIA GeForce RTX 3080,1973,1325,62,2145,1,Approved ,27.21.14.5655,1325,12173,"Giga-Byte Technology Co., Ltd.",10240,56.36,64-bit Windows 10 (10.0.18363),32768,3198,12173,500 GB Samsung SSD 960 EVO 500GB,GunnarTheFox
Port Royal,1.2,4802,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2019,1250,67,2085,1,Approved ,27.21.14.5655,1250,12173,NVidia Corporation,10240,56.36,64-bit Windows 10 (10.0.19041),16384,2998,12173,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,5303,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,1978,1338,57,2025,1,Approved ,27.21.14.5655,1338,12173,EVGA Corporation,10240,56.36,64-bit Windows 10 (10.0.19041),32768,3600,12173,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,4902,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 19 2020,NVIDIA GeForce RTX 3080,2013,1205,47,2055,1,Approved ,27.21.14.5638,1205,12172,"Micro-Star International Co ., Ltd.",10240,56.35,64-bit Windows 10 (10.0.19041),32768,4266,12172,512 GB NVMe Samsung SSD 970 SCSI Disk Device,254600686
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2027,1188,51,2070,1,Approved ,27.21.14.5655,1188,12171,"Asustek Computer, Inc.",10240,56.35,64-bit Windows 10 (10.0.19041),32768,3864,12171,250 GB NVMe Samsung SSD 960 SCSI Disk Device,il benno
Port Royal,1.2,5201,10,14,Intel,,Core i9-10850K Processor,FCLGA1200,,95,September 25 2020,NVIDIA GeForce RTX 3080,2035,1188,50,2085,1,Approved ,27.21.14.5638,1188,12170,"Micro-Star International Co ., Ltd.",10240,56.35,64-bit Windows 10 (10.0.19041),16384,3200,12170,"1,000 GB Samsung SSD 860 EVO 1TB",QTipsyy
Port Royal,1.2,4901,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 26 2020,NVIDIA GeForce RTX 3080,1997,1239,67,2055,1,Approved ,27.21.14.5638,1250,12170,EVGA Corporation,10240,56.35,64-bit Windows 10 (10.0.19041),16384,3598,12170,500 GB Samsung SSD 970 EVO 500GB,dalu
Port Royal,1.2,4802,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2022,1250,68,2070,1,Approved ,27.21.14.5655,1250,12170,NVidia Corporation,10240,56.35,64-bit Windows 10 (10.0.19041),16384,3000,12170,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,5101,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1992,1313,54,2040,1,Approved ,27.21.14.5638,1313,12169,EVGA Corporation,10240,56.34,64-bit Windows 10 (10.0.19041),32768,3600,12169,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,5002,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2003,1250,61,2010,1,Approved ,27.21.14.5655,1250,12169,"Asustek Computer, Inc.",10240,56.34,64-bit Windows 10 (10.0.20175),32768,3600,12169,500 GB NVMe Samsung SSD 970 SCSI Disk Device,morgandexter-2
Port Royal,1.2,5203,10,14,Intel,,Core i9-10850K Processor,FCLGA1200,,95,September 25 2020,NVIDIA GeForce RTX 3080,2033,1188,51,2100,1,Approved ,27.21.14.5638,1188,12168,"Micro-Star International Co ., Ltd.",10240,56.34,64-bit Windows 10 (10.0.19041),16384,3200,12168,"1,000 GB Samsung SSD 860 EVO 1TB",QTipsyy
Port Royal,1.2,5001,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 27 2020,NVIDIA GeForce RTX 3080,1992,1250,68,2025,1,Approved ,27.21.14.5638,1250,12168,EVGA Corporation,10240,56.34,64-bit Windows 10 (10.0.19041),16384,3600,12168,500 GB Samsung SSD 970 EVO 500GB,dalu
